source,result,postal_code,country,country_iso_code,federal_district,region_fias_id,region_kladr_id,region_iso_code,region_with_type,region_type,region_type_full,region,area_fias_id,area_kladr_id,area_with_type,area_type,area_type_full,area,city_fias_id,city_kladr_id,city_with_type,city_type,city_type_full,city,city_area,city_district_fias_id,city_district_kladr_id,city_district_with_type,city_district_type,city_district_type_full,city_district,settlement_fias_id,settlement_kladr_id,settlement_with_type,settlement_type,settlement_type_full,settlement,street_fias_id,street_kladr_id,street_with_type,street_type,street_type_full,street,house_fias_id,house_kladr_id,house_cadnum,house_type,house_type_full,house,block_type,block_type_full,block,entrance,floor,flat_fias_id,flat_cadnum,flat_type,flat_type_full,flat,flat_area,square_meter_price,flat_price,postal_box,fias_id,fias_code,fias_level,fias_actuality_state,kladr_id,capital_marker,okato,oktmo,tax_office,tax_office_legal,timezone,geo_lat,geo_lon,beltway_hit,beltway_distance,qc_geo,qc_complete,qc_house,qc,unparsed_parts,metro,med_id_1,med_id_1_division_data_id,med_id_1_name_full,med_id_1_name_short,med_id_1_division_name,med_id_1_division_house_fias,med_id_1_division_house_geo_lat,med_id_1_division_house_geo_lot,med_id_1_division_qc_geo,med_id_1_division_type,med_id_1_division_zone,,uchastok,color
Челябинск Челябинск Сони Кривой 65 ,г Челябинск, ул Сони Кривой, д 65,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,b3fc83b0-c9ec-4528-b8cf-e73349f81e35,"7,40000010000478E+018",74:36:0000000:12657,д,дом,65,,,,,,,,,,,,49643,,,b3fc83b0-c9ec-4528-b8cf-e73349f81e35,"7,4000001E+022",8,0,"7,40000010000478E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1572818,61.3785531,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энтузиастов 11А,г Челябинск, ул Энтузиастов, д 11А,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,d03913b2-ed1c-4529-b99b-3630b3710b27,"7,40000010001176E+016",ул Энтузиастов,ул,улица,Энтузиастов,bf529585-f16d-42f7-bd38-f071110041a3,"7,40000010001176E+018",,д,дом,11А,,,,,,,,,,,,,,,bf529585-f16d-42f7-bd38-f071110041a3,"7,4000001E+022",8,0,"7,40000010001176E+018",2,75401386000,75701390,7453,7453,UTC+5,55.156168,61.377239,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энтузиастов 13А,г Челябинск, ул Энтузиастов, д 13А,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,d03913b2-ed1c-4529-b99b-3630b3710b27,"7,40000010001176E+016",ул Энтузиастов,ул,улица,Энтузиастов,ac0838c6-a7f8-4690-a708-798ba839264a,"7,40000010001176E+018",74:36:0515006:342,д,дом,13А,,,,,,,,,,,,54833,,,ac0838c6-a7f8-4690-a708-798ba839264a,"7,4000001E+022",8,0,"7,40000010001176E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1555126,61.3776619,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энтузиастов 13Б,г Челябинск, ул Энтузиастов, д 13Б,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,d03913b2-ed1c-4529-b99b-3630b3710b27,"7,40000010001176E+016",ул Энтузиастов,ул,улица,Энтузиастов,3daf4348-13a8-4653-a1e7-0a214a040d35,"7,40000010001176E+018",,д,дом,13Б,,,,,,,,,,,,,,,3daf4348-13a8-4653-a1e7-0a214a040d35,"7,4000001E+022",8,0,"7,40000010001176E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1555126,61.3776619,,,1,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Сони Кривой 655,г Челябинск, ул Сони Кривой, д 655,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,,,,д,дом,655,,,,,,,,,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,4000001E+022",7,0,"7,40000010000478E+016",2,75401386000,75701390,7453,7453,UTC+5,55.157707,61.3816304,,,2,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энгельса 40 ,г Челябинск, ул Энгельса, д 40,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,1304fc38-36ec-4c0d-b823-e5f578b3d6d2,"7,40000010001173E+018",,д,дом,40,,,,,,,,,,,,62000,,,1304fc38-36ec-4c0d-b823-e5f578b3d6d2,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1553209,61.380844,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энтузиастов 11В,г Челябинск, ул Энтузиастов, д 11В,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,d03913b2-ed1c-4529-b99b-3630b3710b27,"7,40000010001176E+016",ул Энтузиастов,ул,улица,Энтузиастов,b1dfe95e-d4c5-4f2d-ab6e-726252593541,"7,40000010001176E+018",,д,дом,11В,,,,,,,,,,,,63178,,,b1dfe95e-d4c5-4f2d-ab6e-726252593541,"7,4000001E+022",8,0,"7,40000010001176E+018",2,75401386000,75701390,7453,7453,UTC+5,55.154414,61.376449,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энтузиастов 13В,г Челябинск, ул Энтузиастов, д 13В,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,d03913b2-ed1c-4529-b99b-3630b3710b27,"7,40000010001176E+016",ул Энтузиастов,ул,улица,Энтузиастов,,,,д,дом,13В,,,,,,,,,,,,,,,d03913b2-ed1c-4529-b99b-3630b3710b27,"7,4000001E+022",7,0,"7,40000010001176E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1555126,61.3776619,,,1,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Курчатова 34 ,г Челябинск, ул Курчатова, д 34,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,153b3641-5c75-4ced-bf1f-1cda0ebf1fcb,"7,40000010000496E+018",,д,дом,34,,,,,,,,,,,,96721,,,153b3641-5c75-4ced-bf1f-1cda0ebf1fcb,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1532356,61.3838203,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),4,darkorange
Челябинск Челябинск Энгельса 42 ,г Челябинск, ул Энгельса, д 42,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,a91abb38-e731-423e-b331-59c365f865de,"7,40000010001173E+018",,д,дом,42,,,,,,,,,,,,61956,,,a91abb38-e731-423e-b331-59c365f865de,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1547907,61.3806958,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),6,darkolivegreen
Челябинск Челябинск Энгельса 44 ,г Челябинск, ул Энгельса, д 44,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,963922d1-0184-4634-95fe-5f8fdf7c47cb,"7,40000010001173E+018",,д,дом,44,,,,,,,,,,,,50166,,,963922d1-0184-4634-95fe-5f8fdf7c47cb,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1540618,61.3811512,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),4,darkorange
Челябинск Челябинск Энгельса 46 ,г Челябинск, ул Энгельса, д 46,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,ad7038f0-acbb-405e-af50-ece817c9bfe9,"7,40000010001173E+018",74:36:0515006:5386,д,дом,46,,,,,,,,,,,,72753,,,ad7038f0-acbb-405e-af50-ece817c9bfe9,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1513477,61.3799117,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),4,darkorange
Челябинск Челябинск Энгельса 77 ,г Челябинск, ул Энгельса, д 77,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,0121ea99-2199-4397-b80a-7d858bee4966,"7,40000010001173E+018",74:36:0512001:797,д,дом,77,,,,,,,,,,,,48730,,,0121ea99-2199-4397-b80a-7d858bee4966,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1558552,61.3822286,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),5,darkviolet
Челябинск Челябинск Энгельса 81 ,г Челябинск, ул Энгельса, д 81,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,a8cd77a3-f74c-4e78-b819-b838ec4d93cc,"7,40000010001173E+018",74:36:0512004:2753,д,дом,81,,,,,,,,,,,,,,,a8cd77a3-f74c-4e78-b819-b838ec4d93cc,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1544553,61.3822082,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),4,darkorange
Челябинск Челябинск Энгельса 83 ,г Челябинск, ул Энгельса, д 83,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,7931815a-8c5d-4d2f-942b-14e5609f823d,"7,40000010001173E+018",74:36:0512004:205,д,дом,83,,,,,,,,,,,,,,,7931815a-8c5d-4d2f-942b-14e5609f823d,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1536709,61.3823023,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),4,darkorange
Челябинск Челябинск Энгельса 44Б,г Челябинск, ул Энгельса, д 44Б,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4c2743eb-2004-48ca-af78-508910b0ff7d,"7,40000010001173E+016",ул Энгельса,ул,улица,Энгельса,c2fdff3a-c331-42e3-a35d-8352888ed4ee,"7,40000010001173E+018",,д,дом,44Б,,,,,,,,,,,,51469,,,c2fdff3a-c331-42e3-a35d-8352888ed4ee,"7,4000001E+022",8,0,"7,40000010001173E+018",2,75401386000,75701390,7453,7453,UTC+5,55.153343,61.379883,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),4,darkorange
